,title,author,rating,rating_NUM,review_NUM,summary
1791,"Harry Potter Spell Book: The Ultimate Collection Of Spells, Facts and Jokes Made For The Real Fan !",Marie Freeman,2.5,2,0, 
1792,Harry Potter and the Golden Path - Year Six,HeruKane,3.5,2,0,"We will be following the life of a more intelligent and powerful Harry Potter, one who seems to be constantly tested by Fate, Destiny, and Magic. This story follows him through his Hogwarts years and the friendships, connections, and powerful decisions he makes along the way. It will also see him taking his place among the elite of the magical world, that of the Empire of"
1793,Harry Potter Y Las Criaturas Magicas,Anonymous,2,1,0, 
1794,Harry Potter and the Muggleborn Uprising,witowsmp,0,0,0,"Fandom: Harry PotterRelationship: Hermione Granger/Harry Potter--------------------------------------------------The Wizarding World faces an even greater threat than Voldemort a civil war led by a dark lord from the past. As with 'Broomstick,' this story is set ten years later than canon."
1795,Harry Potter and the Lost Demon,Angry Hermione,0,0,0,"Fandom: Harry PotterRelationship: Harry Potter/Hermione Granger--------------------------------------------------Post HBP. Harry and Hermione's odd behavior during their 6th year explodes into a maelstrom of chaotic, bitter emotions, caused by a strange 'illness.' Help comes from a young, orphaned girl who is much more than she appears."
1796,Harry Potter Coloring Book for Adults: Adult Coloring Books - Stress Relief Coloring,Alex   O'Connell,4.67,3,0, 
1797,"Dragon Challenge: The Great Attractions at Universal Studios, Wizarding World of Harry Potter (JTMvacations Travel Guides Book 1)",Jeanette McGurty,2.5,2,1,"Be prepared to step into the magical world of Harry Potter Universal Studios offers the Wizarding World of Harry Potter: A themed area dedicated to the wildly popular Harry Potter novel and movie series. This unique guide gives you an unbiased review of the four major attractions in the themed area (Harry Potter and the Forbidden Journey™, Dragon Challenge™, Flight of"
1798,Harry Potter: Coming Out On Top,ManMadeofLasers,0,0,0,"Fandom: Harry Potter--------------------------------------------------Harry Potter gets the short end of the stick, I think we can all agree. But what if, in a strange twist of fate, every time Harry James Potter met adverse circumstance he always ended out on top? Bad things always happen to the hero, but in this case the hero rides these events to the top. Very WIP, not"
1799,Harry Potter and the Blazin Goblet,sastath,0,0,0,"Fandom: Harry Potter--------------------------------------------------Harry Potter and the Goblet of Fire Redone. Follow JKR plot, but Harry is calm, cool, & not cooperative. Harry finally living the role as popular. Parties, drinks, drugs, all the fun stuff in life."
1800,Harry Potter and the Accumulation of Power,Zyachta,0,0,0,"Fandom: Harry PotterRelationship: Harry Potter/Many--------------------------------------------------In the Chamber of Secrets, the basilisk venom had already been in his system for several minutes before Fawkes healed him, what if Fawkes was too late ? Super!Harry / Gray Harry"
1801,Ninja Wizard Book 3,mad_fairy,4,2,0,"Fandoms: Harry Potter, Avatar: The Last AirbenderRelationships: Sokka/Suki, Zuko/Mai, Sokka/Yue, Ozai/Ursa (past), King Kuei/concubines, one sided Toph/Sokka and Aang/Katara, Katara/Jet, Katara/Haru (mentioned)--------------------------------------------------Harry has made his gatemaker, he's acquired a bit of extra time, and he has a plan. Now, it's time for an adventure"
1802,Harry Potter and the Three Travelers,shlamboozle,3.5,2,0,"Fandom: Harry PotterRelationship: Harry Potter/Hermione Granger--------------------------------------------------Starting minutes after HBP ended, follow along as Harry begins his journey to collect the Horcruxes and fulfull his destiny..."
1803,Harry Potter Spell Book The Unofficial Book of Magic Spells,JACK TILL,0,0,0,Harry Potter Spell Book The Unofficial Book of Magic Spells
1804,How To Draw Harry Potter For Kids - Step By Step Drawings: Harry Potter Drawing Book,"Passion Kids, Timeline Publishers",1,1,1,"LEARN TO DRAW AND COLOUR ALL YOUR FAVORITE HARRY POTTER SCENESAbout the book: Includes over 25 characters to draw and colour You can display your artwork with a standard 8.5"" x 11"" frame One-sided printing on heavy paper designed specifically for coloring. Drawing pages are suitable for beginning as well as more advanced colorists. A great way to relax, unwind, and let"
1805,"Harry Potter and the Secrets of Vipers (Sarcasm and Slytherin,#5)",sunmoonandstars (orphan_account),4.33,3,1,"Harry Potter returns for his fifth year at Hogwarts amidst an increasingly unstable political situation. And this year, for the first time, Hogwarts is no longer firmly under Albus Dumbledores control. Threats inside and outside the school put pressure on some of Harrys closest friendships, and power struggles lie beneath the surface of every faction in the brewing"
1806,Interesting Facts About Harry Potter,Jessica Perl,5,2,0, 
1807,MORE TEST - MORE FUN - FOR HARRY POTTER FAN : Harry Potter quiz book from easy to hard lever,Carly Burton,5,2,0, 
1808,Top 200 Harry Potter Facts: An Unofficial Trivia Guide,Monica Moon,5,1,0, 
1809,Harry Potter: A Mocktail & Potions Cookbook: 30 Magical Drink Recipes For Muggles,Sebastian Carpenter,4,3,0, 
1810,The Wizard's Companion A Guide To The Wizarding World Of Harry Potter,Gregory Branson-Trent,2.33,3,0,"Magic, sometimes known as sorcery, is the practice of consciousness manipulation and/or autosuggestion to achieve a desired result, usually by empirical techniques described in various conceptual systems. The practice is often influenced by ideas of religion, mysticism, occultism, science, and psychology.Through so many writings, the worlds of magic and wizardry have come"
1811,Harry Potter and the Irish Choice,DisobedienceWriter,3.67,9,2,"Fandom: Harry Potter--------------------------------------------------With all the crappy stuff Harry goes through at Hogwarts, the smart money would be on him transferring to a different, better school early in his career. Heres one way it might have happened. No planned pairings."
1812,Harry Potter and the Natural 20,Sir Poley,4.67,6,1,"Fandoms: Harry Potter, Dungeons and Dragons--------------------------------------------------Milo, a genre-savvy D&D Wizard and Adventurer Extraordinaire is forced to attend Hogwarts, and soon finds himself plunged into a new adventure of magic, mad old Wizards, metagaming, misunderstandings, and munchkinry."
1813,Cartas ao Harry Potter,Bill Adler,3,7,0,"Em uma coletanea muito especial de cartas de criancas de todo o mundo, fas do muitissimo popular Harry Potter compartilharam com seu heroi e mago seus segredos, sonhos, preocupacoes e fantasias. Para esses novos leitores, os livros de Harry Potter tornaram-se senhas e portas de entrada para um mundo magia e de aventuras extraordinarias. Porem, conforme as cartas e"
1814,Unofficial Harry Potter Cookbook: Harry Potter-Themed Recipes for Young Witches and Wizards,Ella Jade,5,2,0, 
1815,Harry Potter: Film Vault: The Complete Series: Special Edition Boxed Set,Insight Editions,5,2,0,"All twelve volumes in a beautifully produced box set, perfect for Wizarding World fans everywhere.Harry Potter: Film Vault compiles the filmmaking secrets and visionary artistry behind the Harry Potter films into twelve deluxe collectible volumes. Intricately designed and packed with concept art and unit photography from the Warner Bros. archive, each volume in the series"
1816,Il Grande libro dei maghi : da Merlino a Harry Potter,Olaf Benzinger,2.5,2,0, 
1817,The Untold Truth About Harry Potter Spells Revealed: All Harry Potter Spells Explained In Details For Your Pleasure.,SMITH JAMES CROWN,5,2,0,"Have you ever encountered a spell when reading or watching Harry Potter and wondered what this spell is about? I presumed yes! I believe what comes to your mind was what is it about this spell? However, Dont worry because all these challenges have been sorted out for you. Smith James Crown is a great fan of the bestselling book Harry Potter by J. K. Rowling right from"
1818,Exploring Harry Potter's Life,"ChainsOfSparrows, StarLover'sLife",1,1,0,Fandom: Harry Potter--------------------------------------------------
1819,You Did What!,Nonjon,3.8,5,0,"Fandom: Harry Potter--------------------------------------------------COMPLETE. [Third and final story from the 'Where in the World is Harry Potter' trilogy] No one is safe when Harry happens. Not the living relatives, not the dead ones. No one."
1820,"Memes: Funny Cat Memes 2017 Ultimate Edition 2000+ Memes: (Cat Picture Books, Cat Memes, Picture Books Of Animals, Funny Memes Better Than Harry Potter and Minecraft LOL)",Ultimate Memes,4.5,2,0,Cat Memes Our hilarious collection of funny cat memes will keep you and your friends laughing for hours on end. If youre looking for your daily dose of laughter then youve come to the right place. Guaranteed to have any cat lover in hysterics! Sooooo funny!
1821,The Unofficial Harry Potter College Cookbook: A Magical Collection of Simple and Spellbinding Recipes to Conjure in the Common Room or the Great Hall,"Aurelia Beaupommier, Grace McQuillan",2,3,3,"Hitch a ride on the Hogwarts Express and eat just like Harry, Ron, Hermione, Hagrid, and all your favorite characters from the Wizarding World! A love of food has always been part of the Harry Potter universe, from the fabulous feasts served in the Great Hall to the sweets exchanged in the common room. Whether youre running to catch a bus or train, an eternal latecomer, or"
1822,Themes from Harry Potter and the Chamber of Secrets: Easy Piano,Dan Coates,4,2,0, 
1823,"Literatur-Kartei zum Jugendbuch von Joanne K. Rowling ""Harry Potter und der Stein der Weisen""",Brigitte Beuning,4,1,0, 
1824,Writing Prompts for the Harry Potter Series,Maria Polson Veres,5,1,0,"Invent a new Hogwarts ghost, describe a ride on a broomstick, write Quidditch commentary from Peevess point of view. These are a few of the 113 magical writing ideas in Writing Prompts for the Harry Potter Novels. Prompts are closely connected to the text and include a wide variety of writing topics. Use them for daily journaling, longer writing assignments, and"
1825,The Trivia Geeks Present: Harry Potter,"Debi Lewis, Duncan Lewis",4.5,4,0,"Yes, it's a massive book of Harry Potter trivia. So what, you ask? There are dozens of them. Well, this book is also a flexible board-less table top game that you can play anywhere with any number of people.Playing with Muggles? No problem! The game easily adapts to players with varying levels of expertise. Each question is assigned a point value and optional multiple"
1826,Teaching Fantasy Novels: From the Hobbit to Harry Potter and the Goblet of Fire,Phyllis Perry,0,0,0,"Capitalize on the child appeal of fantasy literature to create challenging activities that address the 12 Standards of the English Language Arts sponsored by NCTE and IRA. This guide contains practical ideas that enable the teacher or librarian to incorporate acclaimed fantasy literature in the elementary and middle school curriculum, and also serves as a reference guide"
1827,O universo de Harry Potter de A a Z: O guia nao oficial definitivo de toda a serie,"Aubrey Malone, Daniel Queiroz de Souza Lima, Maria Ines Duque Estrada",2.5,2,0,"O universo de Harry Potter de A a Z permite reviver as recordacoes que marcaram a infancia de muita gente, trazendo ainda curiosidades sobre a vida de J.K Rowling, o incrivel sucesso da serie, os filmes e seus atores.Inclui verbertes sobre todos os livros da serieUma geracao de criancas do mundo inteiro embarcou no Expresso de Hogwarts em direcao a um mundo magico cheio de"
1828,Harry potter and the Ultimate spell book: Fan of harry potter spell book,mariah catharine,0,0,0,"Theres a rich Harry Potter spells list that has become a lexicon in every day life. Since there are so many Harry Potter charms and spells, we cant help but wonder how they could be used in real life. Avada Kedavra, as the most powerful spell. These curses are quite powerful indeed. An immensely complex spell, involving the magical concealment of a secret inside a single,"
1829,Unofficial Harry Potter Cookbook: Wizard Recipe for kids and adults,Emma Stone,0,0,0,Hey are you looking to cook something you have saw in the Harry Potter movie and you don't know the proper ingredients and direction to accomplish? Here is the answer to your questions. This book contains most of the recipe you want to try. Some of the recipes contained in the book Butter BeerCauldron CakesPumpkin PastiesAcid Popcockroach ClusterTrackle FudgeTrackle
1830,"THE BEST MEGA COLLECTION OF HARRY POTTER MEMES: 1000+ ULTIMATE MEMES,Funny jokes and memes for Children",MEMES ROCKERS,0,0,0,"Funny Harry Potter Memes and Jokes INCLUDES TROLLS,EPIC FAILED AND HILARIOUS.ULTIMATE COLLECTION"
1831,Harry Potter Orphan (Jim Black Rashard),Ravengrad,4.5,2,1,"Suppose a pre-school Harry Potter was the only survivor of a car crash. This is my take on that. VERY AU and I'm happy with that.Oneshot, 30'930 words"
1832,"Harry Potter Spell Book: The Ultimate Collection Of Spells, Facts and Jokes Made For The Real Fan !",Marie Freeman,2.5,2,0, 
1833,Harry Potter and the Golden Path - Year Six,HeruKane,3.5,2,0,"We will be following the life of a more intelligent and powerful Harry Potter, one who seems to be constantly tested by Fate, Destiny, and Magic. This story follows him through his Hogwarts years and the friendships, connections, and powerful decisions he makes along the way. It will also see him taking his place among the elite of the magical world, that of the Empire of"
1834,Harry Potter Y Las Criaturas Magicas,Anonymous,2,1,0, 
1835,Harry Potter and the Muggleborn Uprising,witowsmp,0,0,0,"Fandom: Harry PotterRelationship: Hermione Granger/Harry Potter--------------------------------------------------The Wizarding World faces an even greater threat than Voldemort a civil war led by a dark lord from the past. As with 'Broomstick,' this story is set ten years later than canon."
1836,Harry Potter and the Lost Demon,Angry Hermione,0,0,0,"Fandom: Harry PotterRelationship: Harry Potter/Hermione Granger--------------------------------------------------Post HBP. Harry and Hermione's odd behavior during their 6th year explodes into a maelstrom of chaotic, bitter emotions, caused by a strange 'illness.' Help comes from a young, orphaned girl who is much more than she appears."
1837,Harry Potter Coloring Book for Adults: Adult Coloring Books - Stress Relief Coloring,Alex   O'Connell,4.67,3,0, 
1838,"Dragon Challenge: The Great Attractions at Universal Studios, Wizarding World of Harry Potter (JTMvacations Travel Guides Book 1)",Jeanette McGurty,2.5,2,1,"Be prepared to step into the magical world of Harry Potter Universal Studios offers the Wizarding World of Harry Potter: A themed area dedicated to the wildly popular Harry Potter novel and movie series. This unique guide gives you an unbiased review of the four major attractions in the themed area (Harry Potter and the Forbidden Journey™, Dragon Challenge™, Flight of"
1839,Harry Potter: Coming Out On Top,ManMadeofLasers,0,0,0,"Fandom: Harry Potter--------------------------------------------------Harry Potter gets the short end of the stick, I think we can all agree. But what if, in a strange twist of fate, every time Harry James Potter met adverse circumstance he always ended out on top? Bad things always happen to the hero, but in this case the hero rides these events to the top. Very WIP, not"
1840,Harry Potter and the Blazin Goblet,sastath,0,0,0,"Fandom: Harry Potter--------------------------------------------------Harry Potter and the Goblet of Fire Redone. Follow JKR plot, but Harry is calm, cool, & not cooperative. Harry finally living the role as popular. Parties, drinks, drugs, all the fun stuff in life."
1841,Harry Potter and the Accumulation of Power,Zyachta,0,0,0,"Fandom: Harry PotterRelationship: Harry Potter/Many--------------------------------------------------In the Chamber of Secrets, the basilisk venom had already been in his system for several minutes before Fawkes healed him, what if Fawkes was too late ? Super!Harry / Gray Harry"
1842,Ninja Wizard Book 3,mad_fairy,4,2,0,"Fandoms: Harry Potter, Avatar: The Last AirbenderRelationships: Sokka/Suki, Zuko/Mai, Sokka/Yue, Ozai/Ursa (past), King Kuei/concubines, one sided Toph/Sokka and Aang/Katara, Katara/Jet, Katara/Haru (mentioned)--------------------------------------------------Harry has made his gatemaker, he's acquired a bit of extra time, and he has a plan. Now, it's time for an adventure"
1843,Harry Potter and the Three Travelers,shlamboozle,3.5,2,0,"Fandom: Harry PotterRelationship: Harry Potter/Hermione Granger--------------------------------------------------Starting minutes after HBP ended, follow along as Harry begins his journey to collect the Horcruxes and fulfull his destiny..."
1844,Harry Potter Spell Book The Unofficial Book of Magic Spells,JACK TILL,0,0,0,Harry Potter Spell Book The Unofficial Book of Magic Spells
1845,How To Draw Harry Potter For Kids - Step By Step Drawings: Harry Potter Drawing Book,"Passion Kids, Timeline Publishers",1,1,1,"LEARN TO DRAW AND COLOUR ALL YOUR FAVORITE HARRY POTTER SCENESAbout the book: Includes over 25 characters to draw and colour You can display your artwork with a standard 8.5"" x 11"" frame One-sided printing on heavy paper designed specifically for coloring. Drawing pages are suitable for beginning as well as more advanced colorists. A great way to relax, unwind, and let"
1846,"Harry Potter and the Secrets of Vipers (Sarcasm and Slytherin,#5)",sunmoonandstars (orphan_account),4.33,3,1,"Harry Potter returns for his fifth year at Hogwarts amidst an increasingly unstable political situation. And this year, for the first time, Hogwarts is no longer firmly under Albus Dumbledores control. Threats inside and outside the school put pressure on some of Harrys closest friendships, and power struggles lie beneath the surface of every faction in the brewing"
1847,Interesting Facts About Harry Potter,Jessica Perl,5,2,0, 
1848,MORE TEST - MORE FUN - FOR HARRY POTTER FAN : Harry Potter quiz book from easy to hard lever,Carly Burton,5,2,0, 
1849,Top 200 Harry Potter Facts: An Unofficial Trivia Guide,Monica Moon,5,1,0, 
1850,Harry Potter: A Mocktail & Potions Cookbook: 30 Magical Drink Recipes For Muggles,Sebastian Carpenter,4,3,0, 
1851,"Selections from Harry Potter and the Goblet of Fire: Flute, Book & CD",Patrick Doyle,5,1,0,Titles are: Death of Cedric * Foxtrot Fleur * Harry in Winter * Hedwig's Theme * Hogwart's Hymn * Hogwart's March * Neville's Waltz * Potter Waltz * The Quidditch World Cup (The Irish).
1852,"Karakter Film: Daftar Karakter Film, James Bond, Karakter a Series of Unfortunate Events, Karakter Harry Potter, Karakter Star Trek",Source Wikipedia,2,1,0,"Sumber: Wikipedia. Halaman: 196. Bab: Daftar karakter film, James Bond, Karakter A Series of Unfortunate Events, Karakter Harry Potter, Karakter Star Trek, Karakter Star Wars, Karakter Tintin, Karakter dalam The Lord of the Rings, Pekko Aikamiespoika, Spider-Man, Superman, Transformers, Pierce Brosnan, Daftar karakter dalam seri Detektif Conan, Daniel Craig, Predator,"
1853,Harry Potter Instrumental Solos (Movies 1-5): Trumpet [With CD],"Bill Galliford, Alfred A. Knopf Publishing Company, Ethan Neuburg, Tod Edmondson",4.5,2,0,Play-along with the best-known selections from the first five movies in the Harry Potter series Books include a play-along CD with a backing and performance track for each title. Titles include: Hedwig's Theme * Harry's Wondrous World * Nimbus 2000 * Fawkes The Phoenix * Double Trouble * A Window to the Past * Hogwarts' March * Hogwarts' Hymn * Professor Umbridge *
1854,PotterMinkia 2.0 - Istruzioni per l'uso: L'ascesa dei finti fan di Harry Potter continua,Lisa Mantuano,5,5,1,"I PotterMinkia sono principalmente ragazzini (ma esistono anche adulti) che popolano il web e ci fanno vergognare di essere fan di Harry Potter. Sono maleducati, arroganti, insolenti e non hanno rispetto per i gusti altrui. Sono legati alle cose materiali e travisano la trama della saga, inventandosi avvenimenti e stravolgendo i personaggi. Dopo averli analizzati nel primo"
1855,Harry Potter: The RPG,britael,1,1,1,"Fandom: Harry Potter--------------------------------------------------After his self-sacrifice Harry is faced with a choice, stay in limbo or play a RPG game about himself. Enough to say that stories about a character that actually chose to stay in limbo would not be a popular one... Video-game fic."
1856,"Harry Potter and the Kindling of the Fire (Harry Potter and the Kindling of the Fire, #1)",TigerShark,4,1,0,"Harry Potter/Tom Riddle Fanfic.After the end of the World, Harry takes a desperate trip back in time to save the entire planet.Words: 8,383 Complete."
1857,The Unofficial Harry Potter Word Search Book: 50 Themed Word Searches Based on the Harry Potter Books by J.K. Rowling,Patel Puzzle Books,5,1,0, 
1858,HARRY POTTER MEMES: 200+ Harry Potter Jokes & Memes ( Harry Potter memes collection) + BIG FAT BONUS,Punny Fanda,1,1,0,"Looking for Harry Potter books?! Please note you dont need a Kindle device to enjoy this book! Hottest HARRY POTTER memes in one book! 100+ Funny HARRY POTTER Memes & Jokes is an amazing book! PUNNY FANDA APPROVED! I encourage you to take a leap of faith and download this great and funny comedy book, which You wont regret! + BIG FAT BONUS Here it is! 200+ Harry"
1859,Harry Potter: Imaginar Hogwarts,Bryan Michael Stoller,3,1,0,"VAMOS A HACER UNA PELICULA DE HARRY POTTER!Imaginar Hogwarts es una guia practica y divertida para hacer tu propia pelicula ambientada en el Colegio Hogwarts de Magia y Hechiceria. Con actividades guiadas sobre todos los pasos necesarios para hacer una pelicula, desde el storyboard al vestuario o la postproduccion, este libro te ensenara a crear paso a paso tu propia obra"
1860,The harry Potter SpellBook: Wizard Training (Fancy Version),Kaazhi amman,0,0,0,"Are you Really love Harry Potter?Are you wish you could cast spells like Herimone, or Harry? SpellBook Contains: Over 250+ Harry Potter spells (including unique spells seen in the books, movies, and games) Pronunciations for the wanted spell to recite each spell perfectly Extra notes, as well as more information on the more difficult to understand spells Beautifully"
1861,Harry Potter and the Golden Path - Year Seven,HeruKane,5,1,0,"We will be following the life of a more intelligent and powerful Harry Potter, one who seems to be constantly tested by Fate, Destiny, and Magic. This story follows him through his Hogwarts years and the friendships, connections, and powerful decisions he makes along the way. It will also see him taking his place among the elite of the magical world, that of the Empire of"
1862,Harry Potter'S Quizzes Question & Answers - Updated To 2020: Harry Potter The Complete Quiz Book,Aundrea Deprey,0,0,0, 
1863,Honeydukes: Un livre a gratter et a sentir (Hors Serie Harry Potter),"Collectif, Ameline Nereaud",4,3,0, 
1864,Harry Potter Filmwelt: Bd. 6: Alles uber Schloss Hogwarts,Jody Revenson,4,2,0,"Willkommen in der magischen Welt von Schloss Hogwarts! Mit seinen sprechenden Portrats, wandernden Treppen und geheimen Raumen ist die Schule fur Hexerei und Zauberei der wohl bekannteste Schauplatz der Harry-Potter-Filme. In diesem Band konnen Fans den faszinierenden Drehort Raum fur Raum erkunden und einen Blick hinter die Kulissen werfen.Wie konnte das Filmteam es in"
1865,Como Dibujar Personajes de Harry Potter: Aprende a Dibujar Tus Personajes Favoritos de Harry Potter Paso a Paso,Ron Gray,5,1,0,"Amas a Harry Potter?Quieres aprender a dibujar tus personajes favoritos de Harry Potter? Dentro de este libro no oficial de dibujo de Harry Potter, encontraras 69 paginas de dibujo de una cara. Cada pagina contendra las instrucciones sobre como dibujar todos los personajes principales de Harry Potter, con una instruccion escrita detallada paso a paso. El tamano de las"
1866,"Fiktivni Magove: Gandalf, Pan Tau, Harry Potter, Lord Voldemort, Albus Brumbal, Rubeus Hagrid, Severus Snape, Draco Malfoy, Merlin Z Chaosu",Source Wikipedia,4,1,0,"Zdroj: Wikipedia. Stranky: 25. Kapitoly: Gandalf, Pan Tau, Harry Potter, Lord Voldemort, Albus Brumbal, Rubeus Hagrid, Severus Snape, Draco Malfoy, Merlin z Chaosu, Saruman, Mrakopla, Radagast, Panoramix, Anton Gorod ckij, Rumburak, Elminster. Vy atek: Gandalf je fiktivni postava arod je, ktery hraje kli ovou roli v knihach J. R. R. Tolkiena Hobit a Pan prsten . Byl druhym"
1867,The Harry Potter effect : taking a closer look at the complete series,John Houghton,3,4,1,"A fully updated edition of the highly acclaimed review of the Potter corpus (books and films), this will be rushed to the market as soon as the seventh and final Harry Potter novel has been published (July 21) to give the first definitive review of the complete series. Ideal for parents and teachers who will want to interact with children about the biggest phenomenon in"
1868,Teaching Discussion And Activity Guide For Harry Potter And The Chamber Of Secrets (As Written By J.K. Rowling),Erika Byrne,5,1,0,Ready-made activities to accompany the original book written by J.K. Rowling.
1869,"Harry Potter Collectibles: Action Figures, Mini Busts, Statuettes, & Dolls",Kathy J. Wells,0,0,0,"Let the magic live on! Here is a true guide to discovering what's hot and what's not in the world of Harry Potterreg; collectibles. Over 220 full color photos guide you through the enchanting and bewitching wizarding world of action figures, mini-busts, statuettes, and dolls. The featured action figures cover the first decade of production (2001-2010), manufactured first"
1870,Selected Themes from the Motion Picture Harry Potter and the Prisoner of Azkaban: 0,John   Williams,0,0,0,This spectacular souvenir folio comes loaded with full-color and black and white photos from the newest blockbuster Harry Potter film. Titles: Aunt Marge's Waltz * Buckbeak's Flight * Double Trouble * Hagrid the Professor * Hedwig's Theme * The Snowball Fight * A Window to the Past * A Winter's Spell.
1871,Honeydukes: Un livre a gratter et a sentir (Hors Serie Harry Potter),"Collectif, Ameline Nereaud",4,3,0, 
1872,Harry Potter Filmwelt: Bd. 6: Alles uber Schloss Hogwarts,Jody Revenson,4,2,0,"Willkommen in der magischen Welt von Schloss Hogwarts! Mit seinen sprechenden Portrats, wandernden Treppen und geheimen Raumen ist die Schule fur Hexerei und Zauberei der wohl bekannteste Schauplatz der Harry-Potter-Filme. In diesem Band konnen Fans den faszinierenden Drehort Raum fur Raum erkunden und einen Blick hinter die Kulissen werfen.Wie konnte das Filmteam es in"
1873,Como Dibujar Personajes de Harry Potter: Aprende a Dibujar Tus Personajes Favoritos de Harry Potter Paso a Paso,Ron Gray,5,1,0,"Amas a Harry Potter?Quieres aprender a dibujar tus personajes favoritos de Harry Potter? Dentro de este libro no oficial de dibujo de Harry Potter, encontraras 69 paginas de dibujo de una cara. Cada pagina contendra las instrucciones sobre como dibujar todos los personajes principales de Harry Potter, con una instruccion escrita detallada paso a paso. El tamano de las"
1874,"Fiktivni Magove: Gandalf, Pan Tau, Harry Potter, Lord Voldemort, Albus Brumbal, Rubeus Hagrid, Severus Snape, Draco Malfoy, Merlin Z Chaosu",Source Wikipedia,4,1,0,"Zdroj: Wikipedia. Stranky: 25. Kapitoly: Gandalf, Pan Tau, Harry Potter, Lord Voldemort, Albus Brumbal, Rubeus Hagrid, Severus Snape, Draco Malfoy, Merlin z Chaosu, Saruman, Mrakopla, Radagast, Panoramix, Anton Gorod ckij, Rumburak, Elminster. Vy atek: Gandalf je fiktivni postava arod je, ktery hraje kli ovou roli v knihach J. R. R. Tolkiena Hobit a Pan prsten . Byl druhym"
1875,Teaching Discussion And Activity Guide For Harry Potter And The Chamber Of Secrets (As Written By J.K. Rowling),Erika Byrne,5,1,0,Ready-made activities to accompany the original book written by J.K. Rowling.
1876,"Harry Potter Collectibles: Action Figures, Mini Busts, Statuettes, & Dolls",Kathy J. Wells,0,0,0,"Let the magic live on! Here is a true guide to discovering what's hot and what's not in the world of Harry Potterreg; collectibles. Over 220 full color photos guide you through the enchanting and bewitching wizarding world of action figures, mini-busts, statuettes, and dolls. The featured action figures cover the first decade of production (2001-2010), manufactured first"
1877,Selected Themes from the Motion Picture Harry Potter and the Prisoner of Azkaban: 0,John   Williams,0,0,0,This spectacular souvenir folio comes loaded with full-color and black and white photos from the newest blockbuster Harry Potter film. Titles: Aunt Marge's Waltz * Buckbeak's Flight * Double Trouble * Hagrid the Professor * Hedwig's Theme * The Snowball Fight * A Window to the Past * A Winter's Spell.
1878,The Night I Met You,The Velvet Ghost,0,0,0,"Fandom: Harry Potter--------------------------------------------------Part of the Phoenix's Flight series, this is an extract based on the very first time Severus and Harry ever met the night that Lily and James were killed. Complete! PREHBP."
1879,"Teaching Harry: Using the Harry Potter Series to Engage, Enrich and Extend High Ability Learners",Selena Gallagher,3,1,1,"Work some teaching magic of your own with this innovative resource designed specifically for high ability students. Built from the complex and spell-binding world created by J K Rowling, the challenging activities tap into the opportunities for in-depth learning that the Harry Potter series has to offer. As well as extending able students in language arts, most activities"
1880,"Memes: Hamster Funny Memes & Jokes: (Cuteness Overload, Grumpy Cat, Minecraft, Harry Potter Etc Would All LOL At These)",Memes,0,0,0,"HAMSTER MEMES Well hello folks! Welcome to this hilarious collection of hamster memes featuring the cutest, furriest and funniest hamsters EVER! If you love hamsters, then this is the book for you! We also have lots of bonus memes too to ensure you laugh like never before! Enjoy"
1881,Harry Potter and the Time Of Change,AbolishedPenguinWriter,0,0,0,"Fandom: Harry Potter--------------------------------------------------After Fifth Year, Harry Potter has lost everything. What will it take for him to overcome his latest anguish and seek revenge on those lost. No Time Travel, No Slash, Independent, Sixth Year, Gritty Realism, New Powers, some Humour, no pairings, Kickass!"
1882,Harry Potter and the Return to Hogwarts,Vance McGill,5,1,0,"Fandom: Harry PotterRelationships: Harry Potter/Ginny Weasley, Hermione Granger/Ron Weasley--------------------------------------------------PostDeathly Hallows, PreEpilogue fanfiction. Harry, Ron and Hermione return to Hogwarts, which is slowly being reconstructed after the Battle at Hogwarts. This story will take you through the relationships of Harry and Ginny, and Ron"
1883,"FUNNY NARUTO MEMES: Ultimate Memes & Jokes : Naruto Memes, Funny Memes, Harry Potter Memes, Epic Fails, Memes for Kids, Memes Free, Memes Xl, Pikachu Books, Star Wars Memes, Family",Memes,3.5,2,0,"HELLO THERE! You're about to download NARUTO Jokes For KIDS parody book! +SUPER DUPER BONUS INSIDE! If you or your kid loves NARUTO - this parody book is just for you guys! I encourage you to take a leap of faith and download this great and funny NARUTO book for kids, which You wont regret! ""NARUTO: Funny jokes and memes for Children (NARUTO comics parody book)"" is a"
1884,Slaves of Harry Potter,James Masters,0,0,0,Fandom: Harry PotterRelationship: Harry Potter/many--------------------------------------------------Title says it all and this story has been revised of most of the spelling errors that plagued the last edition. Do not read if under 18 and HP/many
1885,Zauberer. Eine magische Zeitreise von Merlin bis Harry Potter,Tim Dedopulos,0,0,0, 
1886,Harry Potter und die Widerspruche der Kulturindustrie. Eine ideologiekritische Analyse,Melanie Babenhauserheide,0,0,0,"J.K. Rowlings erfolgreiche Romanreihe um den Charakter Harry Potter hat weltweit die Fans begeistert und ist in die Bildungserfahrungen einer ganzen Generation eingegangen. Inwiefern bestatigen und uberschreiten die Romane dabei gesellschaftliche Herrschaftsverhaltnisse? Wahrend die Reihe bislang oft als entweder affirmativ oder emanzipatorisch verstanden wurde, betrachtet"
1887,Harry Potter and the Goblet of Fire Illustrated Edition,"J.K. Rowling, Jim Kay",5,1,0, 
