거주지역별,성별,연령대별,항목,단위,2015 년,2016 년,2017 년,2018 년,2019 년
영광군,남자,40~49세,일반가구수,,,1354,1318,1301,1290
영광군,남자,50~59세,일반가구수,,,2005,2022,1918,1902
영광군,남자,60~69세,일반가구수,,,1985,2085,2117,2157
영광군,남자,70~79세,일반가구수,,,1634,1888,1878,1869
영광군,남자,80세이상,일반가구수,,,480,568,635,703
영광군,여자,총계,일반가구수,,,3302,3535,3632,3694
영광군,여자,30세미만,일반가구수,,,70,72,72,75
영광군,여자,30~39세,일반가구수,,,268,271,267,269
영광군,여자,40~49세,일반가구수,,,482,505,461,457
영광군,여자,50~59세,일반가구수,,,591,596,644,644
영광군,여자,60~69세,일반가구수,,,651,689,720,735
영광군,여자,70~79세,일반가구수,,,851,932,936,947
영광군,여자,80세이상,일반가구수,,,389,470,532,567
장성군,총계,총계,일반가구수,,,10173,10592,10782,10872
장성군,총계,30세미만,일반가구수,,,143,160,146,158
장성군,총계,30~39세,일반가구수,,,622,634,604,568
장성군,총계,40~49세,일반가구수,,,1237,1290,1305,1291
장성군,총계,50~59세,일반가구수,,,2144,2193,2283,2276
장성군,총계,60~69세,일반가구수,,,2369,2478,2508,2530
장성군,총계,70~79세,일반가구수,,,2590,2645,2628,2647
장성군,총계,80세이상,일반가구수,,,1068,1192,1308,1402
장성군,남자,총계,일반가구수,,,7093,7323,7385,7454
장성군,남자,30세미만,일반가구수,,,84,91,77,91
장성군,남자,30~39세,일반가구수,,,432,432,408,400
장성군,남자,40~49세,일반가구수,,,943,973,973,962
장성군,남자,50~59세,일반가구수,,,1622,1629,1690,1687
장성군,남자,60~69세,일반가구수,,,1761,1828,1831,1851
장성군,남자,70~79세,일반가구수,,,1677,1729,1714,1723
장성군,남자,80세이상,일반가구수,,,574,641,692,740
장성군,여자,총계,일반가구수,,,3080,3269,3397,3418
장성군,여자,30세미만,일반가구수,,,59,69,69,67
장성군,여자,30~39세,일반가구수,,,190,202,196,168
장성군,여자,40~49세,일반가구수,,,294,317,332,329
장성군,여자,50~59세,일반가구수,,,522,564,593,589
장성군,여자,60~69세,일반가구수,,,608,650,677,679
장성군,여자,70~79세,일반가구수,,,913,916,914,924
장성군,여자,80세이상,일반가구수,,,494,551,616,662
완도군,총계,총계,일반가구수,,,11731,12241,12253,12361
완도군,총계,30세미만,일반가구수,,,232,220,226,224
완도군,총계,30~39세,일반가구수,,,943,957,913,876
완도군,총계,40~49세,일반가구수,,,1672,1752,1700,1708
완도군,총계,50~59세,일반가구수,,,2539,2531,2545,2506
완도군,총계,60~69세,일반가구수,,,2722,2821,2832,2868
완도군,총계,70~79세,일반가구수,,,2634,2820,2799,2807
완도군,총계,80세이상,일반가구수,,,989,1140,1238,1372
완도군,남자,총계,일반가구수,,,8693,8933,8862,8862
완도군,남자,30세미만,일반가구수,,,138,120,124,118
완도군,남자,30~39세,일반가구수,,,704,683,657,645
완도군,남자,40~49세,일반가구수,,,1313,1346,1280,1291
완도군,남자,50~59세,일반가구수,,,1971,1948,1935,1901
완도군,남자,60~69세,일반가구수,,,2158,2231,2213,2194
완도군,남자,70~79세,일반가구수,,,1854,1968,1967,1964
완도군,남자,80세이상,일반가구수,,,555,637,686,749
완도군,여자,총계,일반가구수,,,3038,3308,3391,3499
완도군,여자,30세미만,일반가구수,,,94,100,102,106
완도군,여자,30~39세,일반가구수,,,239,274,256,231
완도군,여자,40~49세,일반가구수,,,359,406,420,417
완도군,여자,50~59세,일반가구수,,,568,583,610,605
완도군,여자,60~69세,일반가구수,,,564,590,619,674
완도군,여자,70~79세,일반가구수,,,780,852,832,843
완도군,여자,80세이상,일반가구수,,,434,503,552,623
진도군,총계,총계,일반가구수,,,8123,8355,8248,8275
진도군,총계,30세미만,일반가구수,,,171,168,224,171
진도군,총계,30~39세,일반가구수,,,527,533,534,492
진도군,총계,40~49세,일반가구수,,,982,1048,1070,989
진도군,총계,50~59세,일반가구수,,,1668,1662,1625,1610
진도군,총계,60~69세,일반가구수,,,1840,1881,1849,1908
진도군,총계,70~79세,일반가구수,,,2096,2141,1986,2035
진도군,총계,80세이상,일반가구수,,,839,922,960,1070
진도군,남자,총계,일반가구수,,,5631,5753,5640,5643
진도군,남자,30세미만,일반가구수,,,93,92,121,96
진도군,남자,30~39세,일반가구수,,,363,357,334,327
진도군,남자,40~49세,일반가구수,,,738,785,793,734
진도군,남자,50~59세,일반가구수,,,1309,1286,1220,1201
진도군,남자,60~69세,일반가구수,,,1403,1437,1426,1462
진도군,남자,70~79세,일반가구수,,,1336,1359,1291,1302
진도군,남자,80세이상,일반가구수,,,389,437,455,521
진도군,여자,총계,일반가구수,,,2492,2602,2608,2632
진도군,여자,30세미만,일반가구수,,,78,76,103,75
진도군,여자,30~39세,일반가구수,,,164,176,200,165
진도군,여자,40~49세,일반가구수,,,244,263,277,255
진도군,여자,50~59세,일반가구수,,,359,376,405,409
진도군,여자,60~69세,일반가구수,,,437,444,423,446
진도군,여자,70~79세,일반가구수,,,760,782,695,733
진도군,여자,80세이상,일반가구수,,,450,485,505,549
신안군,총계,총계,일반가구수,,,10476,10658,10762,10676
신안군,총계,30세미만,일반가구수,,,269,270,270,243
신안군,총계,30~39세,일반가구수,,,520,540,552,501
신안군,총계,40~49세,일반가구수,,,1086,1108,1087,1015
신안군,총계,50~59세,일반가구수,,,2158,2125,2096,2102
신안군,총계,60~69세,일반가구수,,,2493,2520,2588,2640
신안군,총계,70~79세,일반가구수,,,2796,2853,2805,2748
신안군,총계,80세이상,일반가구수,,,1154,1242,1364,1427
신안군,남자,총계,일반가구수,,,7493,7571,7606,7510
신안군,남자,30세미만,일반가구수,,,145,146,149,131
신안군,남자,30~39세,일반가구수,,,358,357,374,347
신안군,남자,40~49세,일반가구수,,,825,844,828,767
신안군,남자,50~59세,일반가구수,,,1725,1668,1629,1607
신안군,남자,60~69세,일반가구수,,,2010,2033,2060,2101
신안군,남자,70~79세,일반가구수,,,1858,1921,1899,1859
신안군,남자,80세이상,일반가구수,,,572,602,667,698
신안군,여자,총계,일반가구수,,,2983,3087,3156,3166
신안군,여자,30세미만,일반가구수,,,124,124,121,112
신안군,여자,30~39세,일반가구수,,,162,183,178,154
신안군,여자,40~49세,일반가구수,,,261,264,259,248
신안군,여자,50~59세,일반가구수,,,433,457,467,495
신안군,여자,60~69세,일반가구수,,,483,487,528,539
신안군,여자,70~79세,일반가구수,,,938,932,906,889
신안군,여자,80세이상,일반가구수,,,582,640,697,729
경상북도,총계,총계,일반가구수,,635608,632790,652416,665822,675292
경상북도,총계,30세미만,일반가구수,,12943,9456,9348,9292,9016
경상북도,총계,30~39세,일반가구수,,68255,66766,66613,66252,63611
경상북도,총계,40~49세,일반가구수,,128499,124652,124711,122961,120914
경상북도,총계,50~59세,일반가구수,,165045,163789,165639,169082,170283
경상북도,총계,60~69세,일반가구수,,130762,137708,145986,151150,157138
경상북도,총계,70~79세,일반가구수,,96162,93584,99220,102707,105667
경상북도,총계,80세이상,일반가구수,,33942,36835,40899,44378,48663
경상북도,남자,총계,일반가구수,,480207,478249,489537,496218,499609
경상북도,남자,30세미만,일반가구수,,8083,5955,5944,5819,5517
경상북도,남자,30~39세,일반가구수,,54669,53598,53070,52490,50107
경상북도,남자,40~49세,일반가구수,,104101,100184,99209,97077,94707
경상북도,남자,50~59세,일반가구수,,131859,130501,130926,132692,132691
경상북도,남자,60~69세,일반가구수,,99908,105236,111373,114882,118700
경상북도,남자,70~79세,일반가구수,,63045,62046,66032,68556,71099
경상북도,남자,80세이상,일반가구수,,18542,20729,22983,24702,26788
경상북도,여자,총계,일반가구수,,155401,154541,162879,169604,175683
경상북도,여자,30세미만,일반가구수,,4860,3501,3404,3473,3499
경상북도,여자,30~39세,일반가구수,,13586,13168,13543,13762,13504
경상북도,여자,40~49세,일반가구수,,24398,24468,25502,25884,26207
경상북도,여자,50~59세,일반가구수,,33186,33288,34713,36390,37592
경상북도,여자,60~69세,일반가구수,,30854,32472,34613,36268,38438
경상북도,여자,70~79세,일반가구수,,33117,31538,33188,34151,34568
경상북도,여자,80세이상,일반가구수,,15400,16106,17916,19676,21875
포항시,총계,총계,일반가구수,,,117891,119108,121443,124279
포항시,총계,30세미만,일반가구수,,,1285,1325,1368,1407
포항시,총계,30~39세,일반가구수,,,12076,11851,11829,12034
포항시,총계,40~49세,일반가구수,,,25254,24645,23953,23503
포항시,총계,50~59세,일반가구수,,,34965,34344,34831,34899
포항시,총계,60~69세,일반가구수,,,27344,28847,29997,31379
포항시,총계,70~79세,일반가구수,,,13184,14023,15012,16031
포항시,총계,80세이상,일반가구수,,,3783,4073,4453,5026
포항시,남자,총계,일반가구수,,,92492,92615,93793,95343
포항시,남자,30세미만,일반가구수,,,901,918,918,916
포항시,남자,30~39세,일반가구수,,,10017,9764,9692,9857
포항시,남자,40~49세,일반가구수,,,20709,19917,19294,18794
포항시,남자,50~59세,일반가구수,,,28366,27644,27878,27763
포항시,남자,60~69세,일반가구수,,,21518,22554,23241,24137
포항시,남자,70~79세,일반가구수,,,8935,9589,10347,11106
포항시,남자,80세이상,일반가구수,,,2046,2229,2423,2770
포항시,여자,총계,일반가구수,,,25399,26493,27650,28936
포항시,여자,30세미만,일반가구수,,,384,407,450,491
포항시,여자,30~39세,일반가구수,,,2059,2087,2137,2177
포항시,여자,40~49세,일반가구수,,,4545,4728,4659,4709
포항시,여자,50~59세,일반가구수,,,6599,6700,6953,7136
포항시,여자,60~69세,일반가구수,,,5826,6293,6756,7242
포항시,여자,70~79세,일반가구수,,,4249,4434,4665,4925
포항시,여자,80세이상,일반가구수,,,1737,1844,2030,2256
남구,총계,총계,일반가구수,,,58240,58283,58433,59697
남구,총계,30세미만,일반가구수,,,655,644,658,693
남구,총계,30~39세,일반가구수,,,6141,5836,5588,5668
남구,총계,40~49세,일반가구수,,,12645,12136,11487,11241
남구,총계,50~59세,일반가구수,,,16945,16605,16568,16611
남구,총계,60~69세,일반가구수,,,13831,14470,14803,15308
남구,총계,70~79세,일반가구수,,,6416,6832,7356,7923
남구,총계,80세이상,일반가구수,,,1607,1760,1973,2253
남구,남자,총계,일반가구수,,,46393,46018,45738,46432
남구,남자,30세미만,일반가구수,,,477,449,453,460
남구,남자,30~39세,일반가구수,,,5157,4863,4612,4697
남구,남자,40~49세,일반가구수,,,10565,10024,9399,9125
남구,남자,50~59세,일반가구수,,,13907,13571,13520,13498
남구,남자,60~69세,일반가구수,,,10962,11363,11480,11825
남구,남자,70~79세,일반가구수,,,4460,4792,5201,5588
남구,남자,80세이상,일반가구수,,,865,956,1073,1239
남구,여자,총계,일반가구수,,,11847,12265,12695,13265
남구,여자,30세미만,일반가구수,,,178,195,205,233
남구,여자,30~39세,일반가구수,,,984,973,976,971
남구,여자,40~49세,일반가구수,,,2080,2112,2088,2116
남구,여자,50~59세,일반가구수,,,3038,3034,3048,3113
남구,여자,60~69세,일반가구수,,,2869,3107,3323,3483
남구,여자,70~79세,일반가구수,,,1956,2040,2155,2335
남구,여자,80세이상,일반가구수,,,742,804,900,1014
북구,총계,총계,일반가구수,,,59651,60825,63010,64582
북구,총계,30세미만,일반가구수,,,630,681,710,714
북구,총계,30~39세,일반가구수,,,5935,6015,6241,6366
북구,총계,40~49세,일반가구수,,,12609,12509,12466,12262
북구,총계,50~59세,일반가구수,,,18020,17739,18263,18288
북구,총계,60~69세,일반가구수,,,13513,14377,15194,16071
북구,총계,70~79세,일반가구수,,,6768,7191,7656,8108
북구,총계,80세이상,일반가구수,,,2176,2313,2480,2773
북구,남자,총계,일반가구수,,,46099,46597,48055,48911
북구,남자,30세미만,일반가구수,,,424,469,465,456
북구,남자,30~39세,일반가구수,,,4860,4901,5080,5160
북구,남자,40~49세,일반가구수,,,10144,9893,9895,9669
북구,남자,50~59세,일반가구수,,,14459,14073,14358,14265
북구,남자,60~69세,일반가구수,,,10556,11191,11761,12312
북구,남자,70~79세,일반가구수,,,4475,4797,5146,5518
북구,남자,80세이상,일반가구수,,,1181,1273,1350,1531
북구,여자,총계,일반가구수,,,13552,14228,14955,15671
북구,여자,30세미만,일반가구수,,,206,212,245,258
북구,여자,30~39세,일반가구수,,,1075,1114,1161,1206
북구,여자,40~49세,일반가구수,,,2465,2616,2571,2593
북구,여자,50~59세,일반가구수,,,3561,3666,3905,4023
북구,여자,60~69세,일반가구수,,,2957,3186,3433,3759
북구,여자,70~79세,일반가구수,,,2293,2394,2510,2590
북구,여자,80세이상,일반가구수,,,995,1040,1130,1242
경주시,총계,총계,일반가구수,,,59803,63452,64923,65970
경주시,총계,30세미만,일반가구수,,,1012,799,812,815
경주시,총계,30~39세,일반가구수,,,5724,5485,5459,5282
경주시,총계,40~49세,일반가구수,,,12512,12404,12070,11793
경주시,총계,50~59세,일반가구수,,,15986,16657,17118,17220
경주시,총계,60~69세,일반가구수,,,12849,14228,14830,15524
경주시,총계,70~79세,일반가구수,,,8512,9915,10349,10691
경주시,총계,80세이상,일반가구수,,,3208,3964,4285,4645
경주시,남자,총계,일반가구수,,,44661,47164,47895,48267
경주시,남자,30세미만,일반가구수,,,624,533,537,523
경주시,남자,30~39세,일반가구수,,,4586,4384,4336,4168
경주시,남자,40~49세,일반가구수,,,9974,9870,9510,9195
경주시,남자,50~59세,일반가구수,,,12571,13114,13384,13424
경주시,남자,60~69세,일반가구수,,,9570,10592,10995,11398
경주시,남자,70~79세,일반가구수,,,5591,6518,6811,7098
경주시,남자,80세이상,일반가구수,,,1745,2153,2322,2461
경주시,여자,총계,일반가구수,,,15142,16288,17028,17703
경주시,여자,30세미만,일반가구수,,,388,266,275,292
경주시,여자,30~39세,일반가구수,,,1138,1101,1123,1114
경주시,여자,40~49세,일반가구수,,,2538,2534,2560,2598
경주시,여자,50~59세,일반가구수,,,3415,3543,3734,3796
경주시,여자,60~69세,일반가구수,,,3279,3636,3835,4126
경주시,여자,70~79세,일반가구수,,,2921,3397,3538,3593
경주시,여자,80세이상,일반가구수,,,1463,1811,1963,2184
김천시,총계,총계,일반가구수,,,32869,34197,34390,35075
김천시,총계,30세미만,일반가구수,,,394,411,401,415
김천시,총계,30~39세,일반가구수,,,3037,3099,2929,2918
김천시,총계,40~49세,일반가구수,,,5771,5954,5809,5749
김천시,총계,50~59세,일반가구수,,,8241,8368,8396,8442
김천시,총계,60~69세,일반가구수,,,7467,7886,8043,8368
김천시,총계,70~79세,일반가구수,,,5489,5730,5842,5937
김천시,총계,80세이상,일반가구수,,,2470,2749,2970,3246
김천시,남자,총계,일반가구수,,,24300,25183,25182,25439
김천시,남자,30세미만,일반가구수,,,258,262,252,262
김천시,남자,30~39세,일반가구수,,,2383,2419,2260,2249
김천시,남자,40~49세,일반가구수,,,4546,4646,4502,4408
김천시,남자,50~59세,일반가구수,,,6544,6613,6619,6570
김천시,남자,60~69세,일반가구수,,,5669,6001,6114,6323
김천시,남자,70~79세,일반가구수,,,3515,3685,3795,3882
김천시,남자,80세이상,일반가구수,,,1385,1557,1640,1745
김천시,여자,총계,일반가구수,,,8569,9014,9208,9636
김천시,여자,30세미만,일반가구수,,,136,149,149,153
김천시,여자,30~39세,일반가구수,,,654,680,669,669
김천시,여자,40~49세,일반가구수,,,1225,1308,1307,1341
김천시,여자,50~59세,일반가구수,,,1697,1755,1777,1872
김천시,여자,60~69세,일반가구수,,,1798,1885,1929,2045
김천시,여자,70~79세,일반가구수,,,1974,2045,2047,2055
김천시,여자,80세이상,일반가구수,,,1085,1192,1330,1501
안동시,총계,총계,일반가구수,,,39901,41137,41319,41372
안동시,총계,30세미만,일반가구수,,,530,582,587,578
안동시,총계,30~39세,일반가구수,,,3762,3784,3575,3321
안동시,총계,40~49세,일반가구수,,,7513,7628,7296,6939
안동시,총계,50~59세,일반가구수,,,9761,9808,9758,9771
안동시,총계,60~69세,일반가구수,,,9058,9470,9718,9770
안동시,총계,70~79세,일반가구수,,,6625,6977,7239,7508
안동시,총계,80세이상,일반가구수,,,2652,2888,3146,3485
안동시,남자,총계,일반가구수,,,29831,30497,30339,30079
안동시,남자,30세미만,일반가구수,,,320,350,340,338
안동시,남자,30~39세,일반가구수,,,2839,2841,2671,2452
안동시,남자,40~49세,일반가구수,,,5887,5929,5606,5297
안동시,남자,50~59세,일반가구수,,,7735,7659,7542,7468
안동시,남자,60~69세,일반가구수,,,6918,7202,7337,7332
안동시,남자,70~79세,일반가구수,,,4572,4830,4998,5186
안동시,남자,80세이상,일반가구수,,,1560,1686,1845,2006
안동시,여자,총계,일반가구수,,,10070,10640,10980,11293
안동시,여자,30세미만,일반가구수,,,210,232,247,240
안동시,여자,30~39세,일반가구수,,,923,943,904,869
안동시,여자,40~49세,일반가구수,,,1626,1699,1690,1642
안동시,여자,50~59세,일반가구수,,,2026,2149,2216,2303
안동시,여자,60~69세,일반가구수,,,2140,2268,2381,2438
안동시,여자,70~79세,일반가구수,,,2053,2147,2241,2322
안동시,여자,80세이상,일반가구수,,,1092,1202,1301,1479
구미시,총계,총계,일반가구수,,,89824,93531,96366,97908
구미시,총계,30세미만,일반가구수,,,2059,2054,1904,1741
구미시,총계,30~39세,일반가구수,,,17857,18227,18272,17139
구미시,총계,40~49세,일반가구수,,,25894,26299,26315,26073
구미시,총계,50~59세,일반가구수,,,25107,26297,27460,28446
구미시,총계,60~69세,일반가구수,,,11807,12934,14056,15511
구미시,총계,70~79세,일반가구수,,,5323,5758,6171,6575
구미시,총계,80세이상,일반가구수,,,1777,1962,2188,2423
구미시,남자,총계,일반가구수,,,71966,74474,76087,76581
구미시,남자,30세미만,일반가구수,,,1334,1364,1217,1055
구미시,남자,30~39세,일반가구수,,,14898,15111,15043,13965
구미시,남자,40~49세,일반가구수,,,21440,21614,21451,21130
구미시,남자,50~59세,일반가구수,,,20635,21438,22187,22752
구미시,남자,60~69세,일반가구수,,,9085,9948,10834,11901
구미시,남자,70~79세,일반가구수,,,3499,3815,4079,4395
구미시,남자,80세이상,일반가구수,,,1075,1184,1276,1383
구미시,여자,총계,일반가구수,,,17858,19057,20279,21327
구미시,여자,30세미만,일반가구수,,,725,690,687,686
구미시,여자,30~39세,일반가구수,,,2959,3116,3229,3174
구미시,여자,40~49세,일반가구수,,,4454,4685,4864,4943
구미시,여자,50~59세,일반가구수,,,4472,4859,5273,5694
구미시,여자,60~69세,일반가구수,,,2722,2986,3222,3610
구미시,여자,70~79세,일반가구수,,,1824,1943,2092,2180
구미시,여자,80세이상,일반가구수,,,702,778,912,1040
영주시,총계,총계,일반가구수,,,27919,27942,27962,27971
영주시,총계,30세미만,일반가구수,,,290,280,305,314
영주시,총계,30~39세,일반가구수,,,2154,1972,1792,1668
영주시,총계,40~49세,일반가구수,,,5141,5001,4686,4445
영주시,총계,50~59세,일반가구수,,,7036,6843,6840,6793
영주시,총계,60~69세,일반가구수,,,6760,6976,7111,7175
영주시,총계,70~79세,일반가구수,,,4795,4979,5138,5228
영주시,총계,80세이상,일반가구수,,,1743,1891,2090,2348
영주시,남자,총계,일반가구수,,,21071,20859,20695,20578
영주시,남자,30세미만,일반가구수,,,188,181,200,189
영주시,남자,30~39세,일반가구수,,,1664,1517,1382,1312
영주시,남자,40~49세,일반가구수,,,4094,3923,3638,3423
영주시,남자,50~59세,일반가구수,,,5595,5379,5347,5302
영주시,남자,60~69세,일반가구수,,,5165,5304,5354,5373
영주시,남자,70~79세,일반가구수,,,3290,3398,3500,3564
영주시,남자,80세이상,일반가구수,,,1075,1157,1274,1415
영주시,여자,총계,일반가구수,,,6848,7083,7267,7393
영주시,여자,30세미만,일반가구수,,,102,99,105,125
영주시,여자,30~39세,일반가구수,,,490,455,410,356
영주시,여자,40~49세,일반가구수,,,1047,1078,1048,1022
영주시,여자,50~59세,일반가구수,,,1441,1464,1493,1491
영주시,여자,60~69세,일반가구수,,,1595,1672,1757,1802
영주시,여자,70~79세,일반가구수,,,1505,1581,1638,1664
영주시,여자,80세이상,일반가구수,,,668,734,816,933
영천시,총계,총계,일반가구수,,,24593,25742,26344,26888
영천시,총계,30세미만,일반가구수,,,324,348,342,329
영천시,총계,30~39세,일반가구수,,,1655,1811,1785,1810
영천시,총계,40~49세,일반가구수,,,3767,3755,3650,3631
영천시,총계,50~59세,일반가구수,,,5738,5963,6216,6182
영천시,총계,60~69세,일반가구수,,,6219,6543,6655,6895
영천시,총계,70~79세,일반가구수,,,4985,5173,5348,5448
영천시,총계,80세이상,일반가구수,,,1905,2149,2348,2593
영천시,남자,총계,일반가구수,,,17713,18444,18719,18961
영천시,남자,30세미만,일반가구수,,,198,217,210,199
영천시,남자,30~39세,일반가구수,,,1247,1328,1331,1337
영천시,남자,40~49세,일반가구수,,,2859,2819,2693,2666
영천시,남자,50~59세,일반가구수,,,4392,4528,4683,4594
영천시,남자,60~69세,일반가구수,,,4699,4944,4979,5133
영천시,남자,70~79세,일반가구수,,,3245,3395,3527,3629
영천시,남자,80세이상,일반가구수,,,1073,1213,1296,1403
영천시,여자,총계,일반가구수,,,6880,7298,7625,7927
영천시,여자,30세미만,일반가구수,,,126,131,132,130
영천시,여자,30~39세,일반가구수,,,408,483,454,473
영천시,여자,40~49세,일반가구수,,,908,936,957,965
영천시,여자,50~59세,일반가구수,,,1346,1435,1533,1588
영천시,여자,60~69세,일반가구수,,,1520,1599,1676,1762
영천시,여자,70~79세,일반가구수,,,1740,1778,1821,1819
영천시,여자,80세이상,일반가구수,,,832,936,1052,1190
상주시,총계,총계,일반가구수,,,26811,27645,27755,27731
상주시,총계,30세미만,일반가구수,,,341,355,361,381
상주시,총계,30~39세,일반가구수,,,1720,1765,1729,1593
상주시,총계,40~49세,일반가구수,,,3950,3855,3639,3515
상주시,총계,50~59세,일반가구수,,,6278,6260,6208,6035
상주시,총계,60~69세,일반가구수,,,6578,6921,7015,7099
상주시,총계,70~79세,일반가구수,,,5384,5655,5717,5804
상주시,총계,80세이상,일반가구수,,,2560,2834,3086,3304
상주시,남자,총계,일반가구수,,,19474,19914,19936,19756
상주시,남자,30세미만,일반가구수,,,183,203,210,218
상주시,남자,30~39세,일반가구수,,,1282,1314,1281,1179
상주시,남자,40~49세,일반가구수,,,3072,2934,2773,2631
상주시,남자,50~59세,일반가구수,,,5020,4954,4866,4719
상주시,남자,60~69세,일반가구수,,,5044,5304,5390,5396
상주시,남자,70~79세,일반가구수,,,3467,3670,3748,3849
상주시,남자,80세이상,일반가구수,,,1406,1535,1668,1764
상주시,여자,총계,일반가구수,,,7337,7731,7819,7975
상주시,여자,30세미만,일반가구수,,,158,152,151,163
상주시,여자,30~39세,일반가구수,,,438,451,448,414
상주시,여자,40~49세,일반가구수,,,878,921,866,884
상주시,여자,50~59세,일반가구수,,,1258,1306,1342,1316
상주시,여자,60~69세,일반가구수,,,1534,1617,1625,1703
상주시,여자,70~79세,일반가구수,,,1917,1985,1969,1955
상주시,여자,80세이상,일반가구수,,,1154,1299,1418,1540
문경시,총계,총계,일반가구수,,,18701,19152,19257,19502
문경시,총계,30세미만,일반가구수,,,186,188,191,191
문경시,총계,30~39세,일반가구수,,,1252,1238,1162,1130
문경시,총계,40~49세,일반가구수,,,2744,2727,2666,2600
문경시,총계,50~59세,일반가구수,,,4417,4371,4295,4258
문경시,총계,60~69세,일반가구수,,,4924,5110,5234,5338
문경시,총계,70~79세,일반가구수,,,3724,3911,3978,4089
문경시,총계,80세이상,일반가구수,,,1454,1607,1731,1896
문경시,남자,총계,일반가구수,,,13754,13923,13879,13954
문경시,남자,30세미만,일반가구수,,,117,107,112,105
문경시,남자,30~39세,일반가구수,,,974,945,875,853
문경시,남자,40~49세,일반가구수,,,2135,2085,2034,1963
문경시,남자,50~59세,일반가구수,,,3474,3410,3296,3257
문경시,남자,60~69세,일반가구수,,,3744,3860,3980,4000
문경시,남자,70~79세,일반가구수,,,2491,2620,2629,2744
문경시,남자,80세이상,일반가구수,,,819,896,953,1032
문경시,여자,총계,일반가구수,,,4947,5229,5378,5548
문경시,여자,30세미만,일반가구수,,,69,81,79,86
문경시,여자,30~39세,일반가구수,,,278,293,287,277
문경시,여자,40~49세,일반가구수,,,609,642,632,637
문경시,여자,50~59세,일반가구수,,,943,961,999,1001
문경시,여자,60~69세,일반가구수,,,1180,1250,1254,1338
문경시,여자,70~79세,일반가구수,,,1233,1291,1349,1345
문경시,여자,80세이상,일반가구수,,,635,711,778,864
경산시,총계,총계,일반가구수,,,57391,59007,61580,62761
경산시,총계,30세미만,일반가구수,,,988,985,1067,1025
경산시,총계,30~39세,일반가구수,,,7290,7168,7529,7132
경산시,총계,40~49세,일반가구수,,,13248,13302,13324,13325
경산시,총계,50~59세,일반가구수,,,15361,15665,16530,16774
경산시,총계,60~69세,일반가구수,,,11425,12087,12634,13297
경산시,총계,70~79세,일반가구수,,,6834,7312,7751,8134
경산시,총계,80세이상,일반가구수,,,2245,2488,2745,3074
경산시,남자,총계,일반가구수,,,42724,43582,45208,45749
경산시,남자,30세미만,일반가구수,,,632,629,697,666
경산시,남자,30~39세,일반가구수,,,5821,5661,5945,5604
경산시,남자,40~49세,일반가구수,,,10424,10375,10331,10242
경산시,남자,50~59세,일반가구수,,,11627,11800,12392,12531
경산시,남자,60~69세,일반가구수,,,8334,8793,9138,9566
경산시,남자,70~79세,일반가구수,,,4584,4880,5120,5388
경산시,남자,80세이상,일반가구수,,,1302,1444,1585,1752
경산시,여자,총계,일반가구수,,,14667,15425,16372,17012
경산시,여자,30세미만,일반가구수,,,356,356,370,359
경산시,여자,30~39세,일반가구수,,,1469,1507,1584,1528
경산시,여자,40~49세,일반가구수,,,2824,2927,2993,3083
경산시,여자,50~59세,일반가구수,,,3734,3865,4138,4243
경산시,여자,60~69세,일반가구수,,,3091,3294,3496,3731
경산시,여자,70~79세,일반가구수,,,2250,2432,2631,2746
경산시,여자,80세이상,일반가구수,,,943,1044,1160,1322
군위군,총계,총계,일반가구수,,,6624,6899,7036,7059
군위군,총계,30세미만,일반가구수,,,67,78,70,61
군위군,총계,30~39세,일반가구수,,,213,221,218,201
군위군,총계,40~49세,일반가구수,,,547,559,545,504
군위군,총계,50~59세,일반가구수,,,1406,1394,1487,1469
군위군,총계,60~69세,일반가구수,,,1819,1902,1934,1989
군위군,총계,70~79세,일반가구수,,,1734,1800,1803,1807
군위군,총계,80세이상,일반가구수,,,838,945,979,1028
군위군,남자,총계,일반가구수,,,4848,4947,5079,5090
군위군,남자,30세미만,일반가구수,,,36,42,39,35
군위군,남자,30~39세,일반가구수,,,152,153,156,139
군위군,남자,40~49세,일반가구수,,,420,417,413,379
군위군,남자,50~59세,일반가구수,,,1122,1081,1155,1133
군위군,남자,60~69세,일반가구수,,,1437,1480,1515,1554
군위군,남자,70~79세,일반가구수,,,1186,1241,1237,1257
군위군,남자,80세이상,일반가구수,,,495,533,564,593
군위군,여자,총계,일반가구수,,,1776,1952,1957,1969
군위군,여자,30세미만,일반가구수,,,31,36,31,26
군위군,여자,30~39세,일반가구수,,,61,68,62,62
군위군,여자,40~49세,일반가구수,,,127,142,132,125
군위군,여자,50~59세,일반가구수,,,284,313,332,336
군위군,여자,60~69세,일반가구수,,,382,422,419,435
군위군,여자,70~79세,일반가구수,,,548,559,566,550
군위군,여자,80세이상,일반가구수,,,343,412,415,435
의성군,총계,총계,일반가구수,,,15889,16078,16167,16335
의성군,총계,30세미만,일반가구수,,,268,264,259,251
의성군,총계,30~39세,일반가구수,,,599,568,561,552
의성군,총계,40~49세,일반가구수,,,1360,1288,1245,1243
의성군,총계,50~59세,일반가구수,,,3229,3137,3007,2933
의성군,총계,60~69세,일반가구수,,,4236,4414,4501,4625
의성군,총계,70~79세,일반가구수,,,4162,4242,4251,4170
의성군,총계,80세이상,일반가구수,,,2035,2165,2343,2561
의성군,남자,총계,일반가구수,,,11384,11480,11468,11566
